pk,category,sku,name,friendly_name,description,image,alt_text,bs_icon,weight,strength,brew_time,water_temp,price,stock_level,rating
38,16,trti362049,traditional_japanese_cast_iron_teacup,Traditional Japanese Cast Iron Teacup,"<p>Honor tradition with our Traditional Japanese Cast Iron Teacup. Hand-cast by skilled artisans, this timeless teacup features intricate patterns and a durable enamel interior that preserves the flavor and aroma of your tea. Its substantial weight and heat-retaining properties make it ideal for serving hot beverages, while its rustic charm adds authenticity to your tea ceremony.</p>",traditional_japanese_cast_iron_teacup.jpg,"Dark grey hexagonal cast iron teacup with matching saucer, on a dark wooden table.",bi bi-cup,,,,,7.50,,3.1
39,15,elnt900121,elegant_blossom_cast_iron_teapot,Elegant Blossom Cast Iron Teapot,"<p>Elevate your tea experience with our Elegant Blossom Cast Iron Teapot. Crafted with precision and care, this exquisite teapot features intricate floral motifs and a durable enamel interior that enhances the flavor and aroma of your tea. Its heat-retaining properties ensure that your brew stays warm for longer, while its classic design adds a touch of sophistication to any tea ceremony.</p>",elegant_blossom_cast_iron_teapot.jpg,"Black cast iron teapot with pale flower painted design, on a bamboo tray with an apple and fresh plant.",bi bi-cup,,,,,22.50,,4.4
40,15,aran595173,artisan_glass_teapot_with_bamboo_handle,Artisan Glass Teapot with Bamboo Handle,"<p>Experience the beauty of transparency with our Artisan Glass Teapot with Bamboo Handle. Hand-blown from high-quality borosilicate glass, this elegant teapot showcases the vibrant colors of your tea as it steeps, allowing you to appreciate its clarity and depth. Its ergonomic bamboo handle provides a comfortable grip, while its removable stainless steel infuser makes brewing loose leaf tea a breeze.</p>",artisan_glass_teapot_with_bamboo_handle.jpg,Glass teapot containing brewed tea. Bamboo handle. Shown on a light wooden table.,bi bi-cup,,,,,25.99,,4.3
41,17,rucx258274,rustic_stoneware_teapot_set,Rustic Stoneware Teapot Set,"<p>Embrace rustic charm with our Rustic Stoneware Teapot Set. Handcrafted with care, each teapot features a unique glaze and textured surface that adds character and warmth to your tea time. Its generous size and sturdy handle make pouring effortless, while its matching cups provide a cohesive and inviting presentation. Whether enjoyed alone or shared with loved ones, this teapot set is sure to enhance your tea-drinking ritual.</p>",rustic_stoneware_teapot_set.jpg,"Brown, blue and green mixed color stoneware teapot, on an oak table.",bi bi-cup,,,,,35.50,,3.1
42,15,monx541706,modern_ceramic_teapot_with_infuser,Modern Ceramic Teapot with Infuser,"<p>Infuse style into your tea routine with our Modern Ceramic Teapot with Infuser. Designed for both function and aesthetics, this sleek teapot features a minimalist silhouette and a built-in stainless steel infuser that makes brewing loose leaf tea a breeze. Its glossy finish and vibrant color options add a contemporary touch to your kitchen decor, while its ergonomic handle ensures a comfortable and controlled pour.</p>",modern_ceramic_teapot_with_infuser.jpg,"Moder styles grey teapot, angular design, on a granite worktop.",bi bi-cup,,,,,29.99,,3.5
43,15,trti408923,traditional_japanese_kyusu_teapot,Traditional Japanese Kyusu Teapot,"<p>Transport yourself to Japan with our Traditional Japanese Kyusu Teapot. Modeled after classic Japanese teapots, this authentic kyusu features a side handle and a wide spout for easy pouring and precise control. Handcrafted from durable ceramic or cast iron, it boasts a timeless design and superior craftsmanship that make it a cherished addition to any tea lover's collection. Whether used for brewing green tea or oolong, this teapot embodies the spirit of Japanese tea culture and tradition.</p>",traditional_japanese_kyusu_teapot.jpg,Kyusu-style brown teapot on a brown tray. With blurred person in the background.,bi bi-cup,,,,,36.99,,3.2
44,17,teor682379,tea_for_two_glass_teapot_set,Tea for Two Glass Teapot Set,"<p>Share moments of bliss with our Tea for Two Glass Teapot Set. Designed for intimate gatherings and cozy conversations, this charming set includes a glass teapot and two matching cups, making it perfect for tea dates or quiet mornings together. Its compact size and elegant design make it a versatile addition to any home, while its heat-resistant glass and easy-to-clean construction ensure years of enjoyment and memories.</p>",tea_for_two_glass_teapot_set.jpg,Glass teapot filled with tea and a matching glass sugar bowl on a wooden tray with an accompanying fresh lemon.,bi bi-cup,,,,,28.99,,4.4
45,14,zeer884573,zen_serenity_herbal_infusion,Zen Serenity Herbal Infusion,"<p>Discover inner peace with our Zen Serenity Herbal Infusion. This calming blend combines soothing chamomile, aromatic lavender, and refreshing lemon balm, creating a gentle and relaxing tea. It's caffeine-free and perfect for winding down after a long day or for a quiet moment of reflection.</p>",zen_serenity_herbal_infusion.jpg,"Two ceramic pots containing Zen Serenity loose leaf tea, with two ceramic teapots.",bi bi-cup-hot,75,2,5-6,90,6.99,,4.1
46,14,cisx835539,citrus_harmony_herbal_infusion,Citrus Harmony Herbal Infusion,"<p>Brighten your day with our Citrus Harmony Herbal Infusion. This invigorating blend combines zesty orange peel, lemon grass, and a hint of ginger, providing a burst of citrusy freshness with a warming touch. It's a refreshing choice to enjoy hot or iced, adding a spark of energy to your day.</p>",citrus_harmony_herbal_infusion.jpg,"Green ceramic bowl filled with loose leaf tea,served with a fresh orange slice, on a wooden table.",bi bi-cup-hot,75,3,5-6,85,7.50,,4.3
47,14,bexb586981,berry_bliss_herbal_infusion,Berry Bliss Herbal Infusion,"<p>Indulge in the sweet and fruity flavors of our Berry Bliss Herbal Infusion. Made with a delightful mix of strawberries, raspberries, and hibiscus petals, this caffeine-free tea is bursting with vibrant berry notes and a tart, refreshing finish. Ideal for a sunny afternoon or as an iced tea on a warm day.</p>",berry_bliss_herbal_infusion.jpg,"Pile of loose leaf tea, with  dried summer berries, on a wooden table.",bi bi-cup-hot,75,3,5-6,90,6.99,,3.2
48,14,spdx695020,spiced_apple_chai_herbal_infusion,Spiced Apple Chai Herbal Infusion,"<p>Experience the warmth and comfort of our Spiced Apple Chai Herbal Infusion. This delightful blend features sweet apple pieces, cinnamon, cloves, and cardamom, offering a rich and aromatic flavor that's perfect for cozy evenings. With its soothing spices and natural sweetness, it's a delightful treat without the caffeine.</p>",spiced_apple_chai_herbal_infusion.jpg,"White ceramic bowl on a wooden table, containing loose leafe chai tea with added dried fruit and spices.",bi bi-cup-hot,75,3,5-6,90,7.50,,3.8
49,14,trca244999,tropical_sunset_herbal_infusion,Tropical Sunset Herbal Infusion,"<p>Escape to paradise with our Tropical Sunset Herbal Infusion. A tantalizing blend of sweet pineapple, coconut flakes, and exotic mango, this tea transports you to a tropical island with each sip. It's caffeine-free and ideal for those who crave a sweet and fruity tea that's perfect for enjoying hot or iced.</p>",tropical_sunset_herbal_infusion.jpg,"Pile of loose leaf tea, with dried tropical fruit and flowers, on a wooden table.",bi bi-cup-hot,75,4,5-6,85,7.99,,3.1
50,14,perm142661,peppermint_chill_herbal_infusion,Peppermint Chill Herbal Infusion,"<p>Refresh your senses with our Peppermint Chill Herbal Infusion. Made with pure peppermint leaves, this invigorating tea offers a cool and crisp flavor that awakens your taste buds and soothes your mind. Whether enjoyed as a hot tea or chilled for a refreshing iced tea, it's a versatile choice that’s naturally caffeine-free.</p>",peppermint_chill_herbal_infusion.jpg,Close-up of dried tea leaves in a bowl.,bi bi-cup-hot,75,3,5-6,90,6.99,,3.8
51,14,gonx664904,golden_turmeric_ginger_herbal_infusion,Golden Turmeric Ginger Herbal Infusion,"<p>Embrace warmth and wellness with our Golden Turmeric Ginger Herbal Infusion. This robust blend combines earthy turmeric, spicy ginger, and a hint of black pepper for a tea that's rich in flavor and believed to have health benefits. Ideal for a soothing pick-me-up, it's a comforting tea that warms you from the inside out.</p>",golden_turmeric_ginger_herbal_infusion.jpg,"Pile of dried tea with spices, displayed on a hessian bag.",bi bi-cup-hot,75,3,5-6,90,6.99,,3.7
52,26,maax782473,matcha_green_tea_macarons,Matcha Green Tea Macarons,"<p>Elevate your tea experience with our Matcha Green Tea Macarons. These delicate French macarons are filled with a smooth matcha-flavored cream, offering a delightful combination of textures and a subtle green tea flavor. They are an elegant treat that adds a touch of sophistication to your tea party or afternoon break.</p>",matcha_green_tea_macarons.jpg,Six green macarons displayed on a slate table with bamboo matcha whisk.,bi bi-gift,100,,,,6.99,,4.4
53,26,crer418321,cranberry_pistachio_energy_bites,Cranberry Pistachio Energy Bites,"<p>For a wholesome snack with your tea, try our Cranberry Pistachio Energy Bites. Made with a blend of dried cranberries, crunchy pistachios, and rolled oats, these energy bites are naturally sweet and full of protein. They are a perfect choice for those who want a healthy, energizing snack without sacrificing flavor.</p>",cranberry_pistachio_energy_bites.jpg,"Collection of cranberry and pistachio energy bites, rolled into balls, displayed in a grey ceramic bowl.",bi bi-gift,200,,,,4.99,,3.6
54,26,dach471139,dark_chocolate_covered_pretzels,Dark Chocolate Covered Pretzels,"<p>Indulge in a touch of decadence with our Dark Chocolate-Covered Pretzels. These crunchy pretzels are coated in rich, velvety dark chocolate for a sweet and savory treat that enhances your tea-drinking experience. Enjoy them alongside a strong cup of tea for a delightful contrast of flavors and textures.</p>",dark_chocolate_covered_pretzels.jpg,"Serving of pretzels covered in dark chocolate, presented on a bamboo serving tray",bi bi-gift,100,,,,3.50,,4.7
55,26,clic615643,classic_almond_biscotti,Classic Almond Biscotti,"<p>Enjoy the perfect accompaniment to your tea with our Classic Almond Biscotti. These Italian-inspired twice-baked cookies are crafted with premium almonds and a hint of vanilla, offering a delightful crunch that pairs beautifully with your favorite tea. Dip them into a hot brew for a touch of sweetness and texture in every bite.</p>",classic_almond_biscotti.jpg,Serving of almond biscotti on a ceramic plate,bi bi-gift,200,,,,7.99,,4.5
56,26,ensh419754,english_earl_grey_shortbread,English Earl Grey Shortbread,"<p>Savor the classic pairing of tea and biscuits with our English Earl Grey Shortbread. These delicate biscuits are infused with real Earl Grey tea leaves, creating a subtle hint of bergamot that complements any cup of tea. With their buttery texture and aromatic finish, these shortbreads are the epitome of elegance.</p>",english_earl_grey_shortbread.jpg,Five round shortbreads on a flower pattenerd saucer.,bi bi-gift,180,,,,5.50,,4
57,26,roan178958,rose_and_pistachio_butter_biscuits,Rose and Pistachio Butter Biscuits,"<p>Treat yourself to a touch of floral sweetness with our Rose and Pistachio Butter Biscuits. Made with real rose petals and premium pistachios, these biscuits offer a delightful balance of nutty crunch and fragrant rose flavor. Enjoy them with a light tea for a truly aromatic experience.</p>",rose_and_pistachio_butter_biscuits.jpg,"Severn round biscuits with rose petals and pistachio nuts, piled on a wooden serving board.",bi bi-gift,180,,,,4.50,,3.9
58,26,girx259419,ginger_and_honey_spiced_biscuits,Ginger and Honey Spiced Biscuits,"<p>Warm up your tea time with our Ginger and Honey Spiced Biscuits. These artisanal biscuits are crafted with a blend of ginger, cinnamon, and a touch of honey for a sweet yet spicy flavor. Their crispy texture makes them perfect for dunking in your favorite black or chai tea.</p>",ginger_and_honey_spiced_biscuits.jpg,"Selection of ginger and honey rounds served on a teal ceramic plate, with a scoop of honey.",bi bi-gift,120,,,,4.99,,3.7
59,26,lade276688,lavender_and_lemon_shortbread_biscuits,Lavender and Lemon Shortbread Biscuits,"<p>Embrace the calming essence of lavender with our Lavender and Lemon Shortbread Biscuits. Infused with lavender buds and zesty lemon peel, these buttery shortbreads have a unique floral-citrus flavor that pairs wonderfully with a cup of green or herbal tea. They're a soothing treat for a relaxing tea break.</p>",lavender_and_lemon_shortbread_biscuits.jpg,"Selection of lavender and lemon shortbread round biscuits served on a blue ceramic plate, accompanied by a sprig of dried lavender..",bi bi-gift,120,,,,4.50,,4.1
61,27,chla397225,chocolate_covered_mint_leaves,Chocolate Covered Mint Leaves,<p>Experience the crispness of mint with our Chocolate-Covered Mint Leaves. These delicate after-dinner mints feature real mint leaves coated in smooth dark chocolate. The natural freshness of the mint combines with the rich chocolate for a delightful treat that elevates any meal's conclusion.</p>,chocolate_covered_mint_leaves.jpg,"Selection of peppermint leaves covered in dark chocolate, placed on a wooden board.",bi bi-gift,125,,,,12.99,,3.1
62,27,spmi816410,spearmint_and_white_chocolate_squares,Spearmint and White Chocolate Squares,<p>Add a touch of sophistication to your coffee shop's after-dinner offerings with our Spearmint and White Chocolate Squares. These bite-sized mints combine the subtle flavor of spearmint with creamy white chocolate for a smooth and refreshing finish. Ideal for enjoying with an espresso or cappuccino.</p>,spearmint_and_white_chocolate_squares.jpg,"Squares of white choclate drizzled with milk chocolate, served on wooden board with fresh mint leaves.",bi bi-gift,150,,,,14.99,,3.1
63,27,mifi942974,mint_filled_chocolate_truffles,Mint Filled Chocolate Truffles,"<p>Indulge in a luxurious after-dinner experience with our Mint-Filled Chocolate Truffles. These decadent truffles feature a creamy mint filling encased in rich dark chocolate, offering a perfect balance of sweetness and freshness. A delightful way to end a meal with a hint of elegance.</p>",mint_filled_chocolate_truffles.jpg,Coco-dusted chocolate truffles served on a plate. One truffle cut in half to show green mint filling.,bi bi-gift,150,,,,14.99,,3.9
64,27,mixd286973,minty_dark_chocolate_bark,Minty Dark Chocolate Bark,"<p>Treat yourself to our Minty Dark Chocolate Bark, a combination of crushed peppermint candies and smooth dark chocolate. This crunchy bark offers a refreshing burst of mint with each bite, making it an ideal after-dinner sweet that pairs well with a strong cup of coffee or tea.</p>",minty_dark_chocolate_bark.jpg,"Pile of chocolate bark pieces, filled with mint chips, displayed on a wooden serving board and acompanied by a sprig of fresh mint.",bi bi-gift,150,,,,11.99,,4.9
65,26,mian696177,mint_and_chocolate_chip_cookies,Mint and Chocolate Chip Cookies,"<p>For a playful twist on after-dinner mints, try our Mint and Chocolate Chip Cookies. These chewy cookies are packed with mint-flavored chocolate chips, providing a satisfying combination of sweet and minty flavors. Perfect for those who prefer a softer texture in their after-dinner treat.</p>",mint_and_chocolate_chip_cookies.jpg,A pile of five mint cookies containing green mint pieces and chocolate chips. Served on a bamboo board.,bi bi-gift,180,,,,4.25,,4.5
66,27,lexm981366,lemon_mint_bonbons,Lemon Mint Bonbons,"<p>Refresh your senses with our Lemon Mint Bonbons. These delicate confections are filled with a blend of zesty lemon and cooling mint, offering a refreshing burst of citrus with a touch of herbal freshness. Ideal for cleansing the palate after a meal, they're a unique and invigorating addition to any coffee shop's dessert menu.</p>",lemon_mint_bonbons.jpg,"Six yellow domed bonbons, one cut in half to show a soft yellow lemon filling. Served on a slate trap with a fresh lemon and sprig of fresh mint.",bi bi-gift,100,,,,8.50,,3.6
67,28,wilo579703,wildflower_honey,Wildflower Honey,"<p>This jar of wildflower honey is a celebration of nature's bounty. Sourced from local bee farms, it features a rich golden hue and a complex flavor profile derived from a variety of wildflowers. The taste is subtly sweet with floral undertones, offering a delightful balance of flavors. Its smooth texture makes it ideal for drizzling over tea or toast. Each jar is carefully labeled with the origin of the honey, providing a connection to the region's natural beauty.</p>",wildflower_honey.jpg,Glass jar full of honey with metal screw lid. Displayed outside alongside fresh wildflowers and a wooden honey dipper.,bi bi-gift,340,,,,7.99,,4.5
68,28,lade503608,lavender_infused_honey,Lavender Infused Honey,"<p>Experience the calming aroma of lavender with this jar of lavender-infused honey. The infusion process involves steeping dried lavender blossoms in high-quality honey, resulting in a subtle floral scent and a light, delicate flavor. The pale golden color and silky texture make it a luxurious addition to any tea. This honey is a perfect match for chamomile or white tea, adding a soothing touch to your tea time.</p>",lavender_infused_honey.jpg,Glass jar full of honey with metal screw lid. Displayed on a wodden serving board alongside a sprig of fresh lavender.,bi bi-gift,340,,,,8.99,,
69,28,orex828766,orange_blossom_honey,Orange Blossom Honey,"<p>Brighten your day with this jar of orange blossom honey, harvested from citrus groves where bees collect nectar from blooming orange trees. The honey has a light, golden color and a refreshing citrusy flavor with hints of orange zest. Its lively taste pairs wonderfully with black or green teas, adding a touch of sunshine to your cup. The jar is adorned with a vibrant label featuring orange blossoms, capturing the essence of its origin.</p>",orange_blossom_honey.jpg,Glass jar full of honey with metal clip lid. Displayed on a wodden table alongside fresh orange blossom.,bi bi-gift,340,,,,9.99,,4
70,18,baox650549,bamboo_coasters,Bamboo Coasters,<p>Three square bamboo coasters made by a local artist from sustainable materials.</p>,bamboo_coasters.jpg,"Three square bamboo coasters on a table, shown with mug of tea and plant in a ceramic pot.",bi bi-cup,,,,,12.99,,4.3
71,18,baox376037,bamboo_scoop,Bamboo Scoop,"<p>Bamboo scoop, for a single serving of leaf tea. Made by a local artist from sustainable materials.</p>",bamboo_scoop.jpg,Bamboo scoop shown on a dried bamboo table.,bi bi-cup,,,,,7.99,,4.2
72,18,baox834291,bamboo_tea_caddy,Bamboo Tea Caddy,"<p>A caddy for storing your leaf teas, made from sustainably sourced bamboo.</p>",bamboo_tea_caddy.jpg,Bamboo tea storage caddy,bi bi-cup,,,,,25.99,,3.1
73,18,cila465909,circular_bamboo_tray,Circular Bamboo Tray,<p>A circular tray produced by a local atrisan from sustainably sourced bamboo. Perfect for serving afternoon tea</p>,circular_bamboo_tray.jpg,Round bamboo tray displayed on a white tablecloth,bi bi-cup,,,,,18.99,,5
74,18,sati188910,sand_timer_set,Sand Timer Set,<p>Set of two sand timers for brewing the perfect cup of tea.</p>,sand_timer_set.jpg,Two glass sand timers in the sunlight on a wooden table by a window.,bi bi-cup,,,,,12.99,,4.5
75,18,wonx618290,wooden_tea_coasters,Wooden Tea Coasters,"<p>Set of 5 round, oak coasters. Produced from sustainably produced British Oak.</p>",wooden_tea_coasters.jpg,"Pile of four round coasters, with one coaster leaning to the side.",bi bi-cup,,,,,10.99,,4
76,18,jaes499899,japanese_wooden_tea_tray,Japanese Wooden Tea Tray,<p>Traditional wooden tray for a traditional afternoon tea.</p>,japanese_wooden_tea_tray.jpg,"Dark square wooden tray hlding a teapot, tea strainer and two cups.",bi bi-cup,,,,,39.99,,4.7
77,18,comp397401,contemporary_wooden_tray,Contemporary Wooden Tray,<p>Wooden tray with leather grips.</p>,contemporary_wooden_tray.jpg,"Wooden tray with leather grips, holding a wooden vase, a lemon and some natural rope.",bi bi-cup,,,,,12.99,,3.1
78,18,maax329959,matcha_whisk,Matcha Whisk,<p>Whisk up a perfect matcha tea with this bamboo whisk.</p>,matcha_whisk.jpg,Bamboo whisk shown next to a pile of green matcha powder.,bi bi-cup,,,,,6.5,,3.5
79,18,smxw626385,small_wooden_tray,Small Wooden Tray,<p>Small wooden tray produced in a local workshop from locally sourced wood.</p>,small_wooden_tray.jpg,"Rectangular wooden tray with raised sides, holding a seramic mug and half an orange.",bi bi-cup,,,,,10.99,,4.9
80,18,siex803370,single_sand_timer,Single Sand Timer,"<p>With a time of 4 minutes, this sand timer is designed to help you brew the perfect cup of black tea.</p>",single_sand_timer.jpg,Glass sand timer in dark wood surround,bi bi-cup,,,,,9.99,,4.8
81,18,wonx798375,wooden_scoop,Wooden Scoop,"<p>Wooden scoop, for a single serving of leaf tea. Made by a local artist from sustainable materials.</p>",wooden_scoop.jpg,"Wooden scoop filled with leaf tea, shown on an oak table.",bi bi-cup,,,,,7.99,,3.8
82,23,naal423993,natural_wood_coasters,Natural Wood Coasters,"<p>Set of 4 round, oak coasters. Produced from sustainably produced British Oak.</p>",natural_wood_coasters.jpg,Four round coasters on an oak table..,bi bi-cup,,,,,10.99,,3.8
83,23,chse220787,chinese_tea_house,Chinese Tea House,"<p>Framed print. 100x250mm</p>
<p><em>Description coming soon…</em></p>",chinese_tea_house.jpg,Framed painting of a Chinese Tea House,bi bi-easel,,,,,25.99,,4
84,23,chse105457,chinese_tea_landscape,Chinese Tea Landscape,"<p>Framed print. 400x180mm</p>
<p><em>Description coming soon…</em></p>",chinese_tea_landscape.jpg,Camvas painting of a Chinese Tea Landscape,bi bi-easel,,,,,28.99,,
85,23,than714222,the_land_of_tea,The Land of Tea,"<p>Framed print. 100x120mm</p>
<p><em>Description coming soon…</em></p>",the_land_of_tea.jpg,Framed painting of a The Land of Tea,bi bi-easel,,,,,35.5,,4.9
86,22,rete340589,real_tea,Real Tea,"<p>Made with dried fruit. 100x150mm</p>
<p><em>Description coming soon…</em></p>",real_tea.jpg,Framed picture made with real fruit pieces.,bi bi-easel,,,,,45.99,,4.2
87,22,thea507832,the_tea_sun,The Tea Sun,"<p>Made with dried fruit. 200x200mm</p>
<p><em>Description coming soon…</em></p>",the_tea_sun.jpg,Framed picture made with real fruit pieces.,bi bi-easel,,,,,35,,3.4
88,22,cufx269432,cup_of_tea,Cup of Tea,"<p>Made with real tea. 100x70mm</p>
<p><em>Description coming soon…</em></p>",cup_of_tea.jpg,Framed picture made with real tea.,bi bi-easel,,,,,38,,3.9
89,22,tifo814202,time_for_tea,Time for Tea,"<p>Made with real fruit and tea. 100x70mm</p>
<p><em>Description coming soon…</em></p>",time_for_tea.jpg,Framed picture made with real tea and fruit pieces.,bi bi-easel,,,,,25.5,,4
90,21,taxc469880,tabby_cat,Tabby Cat,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",tabby_cat.jpg,PopArt print of a Tabby Cat,bi bi-image,,,,,24,,3.8
91,21,grca180744,grey_cat,Grey Cat,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",grey_cat.jpg,PopArt print of a Grey Cat,bi bi-image,,,,,26,,3.7
92,21,raow190137,rainbow_dog,Rainbow Dog,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",rainbow_dog.jpg,PopArt print of a Rainbow Dog,bi bi-image,,,,,23,,3.4
93,21,bldo159070,blue_dog,Blue Dog,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",blue_dog.jpg,PopArt print of a Blue Dog,bi bi-image,,,,,26,,4.5
94,21,peck810493,peacock_tea,Peacock Tea,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",peacock_tea.jpg,PopArt print of a Peacock drinking tea,bi bi-image,,,,,45,,3.8
95,21,bo330696,boxer,Boxer,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",boxer.jpg,PopArt print of a Boxer dog drinking tea,bi bi-image,,,,,28,,3.6
96,21,laca258858,lady_cat,Lady Cat,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",lady_cat.jpg,PopArt print of a Lady Cat,bi bi-image,,,,,38,,4.2
97,21,long289604,looking_at_me,Looking at Me,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",looking_at_me.jpg,PopArt print,bi bi-image,,,,,45,,4.9
98,21,teup836774,tea_cup,Tea Cup,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",tea_cup.jpg,PopArt print of a Tea Cup,bi bi-image,,,,,45,,4.4
99,21,tifo285676,time_for_serenitea,Time for SereniTea,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",time_for_serenitea.jpg,PopArt print of SereniTea,bi bi-image,,,,,25,,4.3
100,21,te983145,tea,TEA,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",tea.jpg,PopArt print of the word TEA,bi bi-image,,,,,25,,3.8
101,21,seit848982,serenitea_flowers,SereniTea Flowers,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",serenitea_flowers.jpg,PopArt print of a SereniTea teacup containing flowers,bi bi-image,,,,,30,,4.9
102,21,wo700294,wow,Wow,"<p>From the <strong>SereniTea PopArt Collection</strong></>
<p><em>Full description coming soon…</em></p>",wow.jpg,PopArt print,bi bi-image,,,,,30,,3.2
103,19,flin209941,floating_tea,Floating Tea,<p><em>Description coming soon…</em></p>,floating_tea.jpg,Abstract print of a floating teacup,bi bi-easel,,,,,45,,4
104,19,thol705393,the_colors_of_teatime,The Colors of Teatime,<p><em>Description coming soon…</em></p>,the_colors_of_teatime.jpg,Abstract print of The Colors of Teatime,bi bi-easel,,,,,55,,4.5
105,19,tend984961,tea_and_coffee,Tea and Coffee,<p><em>Description coming soon…</em></p>,tea_and_coffee.jpg,Abstract print of Tea and Coffee colors,bi bi-easel,,,,,32.99,,4.9
106,23,thea854973,the_tea_ceremony,The Tea Ceremony,<p><em>Description coming soon…</em></p>,the_tea_ceremony.jpg,Oriental print of a Tea Ceremony,bi bi-easel,,,,,38.99,,4.7
107,23,gea785843,geisha,Geisha,<p><em>Description coming soon…</em></p>,geisha.jpg,Oriental print of a Geisha,bi bi-easel,,,,,38.99,,3.4
108,20,lasx371670,ladies_taking_tea,Ladies Taking Tea,<p><em>Description coming soon…</em></p>,ladies_taking_tea.jpg,Drawing of two Ladies taking afternoon tea,bi bi-easel,,,,,25.99,,3.3
109,20,afno609888,afternoon_tea,Afternoon Tea,<p><em>Description coming soon…</em></p>,afternoon_tea.jpg,Painting of Afternoon Tea,bi bi-easel,,,,,22.99,,4.9
110,20,clic751711,classic_teaset,Classic Teaset,<p><em>Description coming soon…</em></p>,classic_teaset.jpg,Painting of a classic china teaset,bi bi-easel,,,,,22.99,,4.4
111,20,brsh420642,british_tea,British Tea,<p><em>Description coming soon…</em></p>,british_tea.jpg,Selection of British Tea item drawings in a single print,bi bi-easel,,,,,26.99,,4.8
112,23,jaes875365,japanese_tea,Japanese Tea,<p><em>Description coming soon…</em></p>,japanese_tea.jpg,Serene painting of a gheisha holding a teacup,bi bi-easel,,,,,45.99,,5
500,31,lied156400,limited_edition_meditation_box,Limited Edition Meditation Box,"<p>Introducing our <strong> Limited Edition Meditation Box</strong> , a thoughtfully curated collection designed to enhance your meditation practice and promote inner peace and tranquility. Each element of this exclusive set is carefully selected to create a harmonious environment for mindfulness and relaxation.</p>

<p>At the heart of the Meditation Box is our premium organic chamomile tea, renowned for its calming properties and delicate floral aroma. Sourced from the finest organic farms, this soothing herbal infusion is perfect for unwinding after a long day or preparing for a restful night's sleep. Each sachet is filled with whole chamomile flowers, ensuring a pure and aromatic tea experience.</p>

<p>Complementing the chamomile tea is a beautifully crafted meditation bowl, hand-selected for its quality and resonance. Made from high-quality materials, this bowl produces a rich, soothing sound that can help you achieve a state of deep relaxation and focus during your meditation sessions. Its elegant design and smooth texture make it a delightful addition to any meditation space.</p>

<p>In addition to the chamomile tea and meditation bowl, the Limited Edition Meditation Box includes a selection of related products to enhance your meditation practice:</p>
<ul>
<li><strong>Aromatic Incense Sticks</strong>: Infuse your meditation space with the calming scents of lavender, sandalwood, and other natural fragrances, creating a serene atmosphere for relaxation and introspection.</li>
<li><strong>Meditation Cushion</strong>: Provide comfortable support for your meditation practice with a soft and plush meditation cushion, designed to promote proper posture and alignment while sitting.</li>
<li><strong>Guided Meditation Booklet</strong>: Discover new techniques and insights with a guided meditation booklet, offering helpful tips and practices to deepen your meditation experience.</li>
<li><strong>Mindfulness Journal</strong>: Capture your thoughts, reflections, and inspirations in a beautiful mindfulness journal, providing a space for self-discovery and personal growth.</li>
</ul>

<p>Each item in the Limited Edition Meditation Box is carefully packaged and presented with mindfulness and intention, creating a meaningful gift for yourself or a loved one. Whether you're an experienced meditator or just beginning your journey, this exclusive set invites you to pause, breathe, and connect with the present moment, one sip of tea and one sound of the bowl at a time.</p>",limited_edition_meditation_box.jpg,"Large, cream cushion, next to a cardboard box, mindfulness journal, insence sticks and camomile flowers, displayed on a wooden table.",bi bi-gift,,,,,35.99,,
